text,negative,neutral,positive,anger,joy,optimism,sadness
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/eCouFdto8m https://t.co/wPO5yZcyDZ",0.1085963025689125,0.8341661691665649,0.05723749101161957,0.09747936576604843,0.28093859553337097,0.5134468078613281,0.10813523083925247
"This is called putting money where your mouth is - and I'm all for it!!!
#StandWithUkraine #SlavaUkraini 🇺🇦🌻 https://t.co/RhaoWiLOoc",0.026187743991613388,0.3045232594013214,0.6692889332771301,0.11682955920696259,0.2181708812713623,0.6329282522201538,0.03207121789455414
"#Ukraine #Russia #UkraineRussianWar #ДаПобеде #Z 

Support to the Armed Forces of Russia from #Tula - the city of gunsmiths! Thanks for the material to the military officers of the Russian Spring! #РусскаяВеснаZ 
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺 https://t.co/la22yIGQQh",0.01715897023677826,0.2649529278278351,0.7178880572319031,0.1766783595085144,0.6495765447616577,0.13503380119800568,0.0387113057076931
"A #Ukrainian soldier rescued a baby. This child is lucky, it is alive. But other 28 children were killed by #Russian troops. https://t.co/cCBaTJ7cvi",0.5300326943397522,0.38418975472450256,0.08577758073806763,0.0497942715883255,0.053738195449113846,0.08959314972162247,0.8068743348121643
"@maddiepyper Hi! You're from PFC, right? My best follows on #ukraine:
up2minute list: https://t.co/Zq4sNAOS6r
@mhmck for focused (have followed since'14) analysis&amp;.@strategywoman for a woman's voice from Kyiv
#yourart4ukraine for inspo
#StandWithUkraine️ #CloseTheSky  #NoFlyZone",0.01154405064880848,0.4703250229358673,0.5181309580802917,0.08191026747226715,0.5062533020973206,0.32654571533203125,0.08529070019721985
❗️Samsung suspends the supply of phones and chips to the #Russian Federation,0.4740126132965088,0.508105993270874,0.017881399020552635,0.8120439648628235,0.012295794673264027,0.023314623162150383,0.15234564244747162
"🇷🇺 #Russian stocks are ""uninvestable"" following the invasion of 🇺🇦 Ukraine and will be removed from indexes at MSCI and FTSE Russell. Advisory committees, asset managers and exchanges were among those consulted by the index providers.
https://t.co/9FvMNj7BUN",0.7915357947349548,0.19951796531677246,0.0089461924508214,0.4844449460506439,0.01582251861691475,0.06369578838348389,0.43603673577308655
What are the implications of #Russia's invasion of #Ukraine for SE Asia? A short 🧵:,0.3419835567474365,0.6435672044754028,0.01444925181567669,0.3802146911621094,0.04343291372060776,0.24900349974632263,0.327348917722702
"#Russia’s #brutal #military #campaign in #Ukraine has not been accompanied so far by the sort of #cyberwar many experts expected the invasion be accompanied by dramatic #hacks #shuttingoff #power, #jamming @glenbenjamin @LANINFOTECH #besafe #BeCyberSmart 
https://t.co/XsYK6c2lBp https://t.co/mHjlu17sUn",0.5741093158721924,0.3952442705631256,0.030646424740552902,0.9031711220741272,0.015042182058095932,0.02522474341094494,0.056561991572380066
"The latest commentary from @CeteraIM discusses the war in Ukraine's impact on global growth, energy and the Fed. Click here to read more:  #Ukraine #Russia https://t.co/wLyUjsfhba https://t.co/RCvRJhYeub",0.1235419288277626,0.8127901554107666,0.06366788595914841,0.09539627283811569,0.30915793776512146,0.4913952350616455,0.10405054688453674
