text,negative,neutral,positive,anger,joy,optimism,sadness
BREAKING: CNN will stop broadcasting in #Russia,0.5827458500862122,0.4042952358722687,0.012958869338035583,0.4979262948036194,0.019231446087360382,0.025192175060510635,0.4576500952243805
"Our military is holding the sky over Ukraine. Another enemy SU-25 together with the pilot was destroyed.
A total of 34 enemy planes and 37 helicopters were shot down during the war.
#stoprussia #stopputinnow #stoprussianaggression #StandWithUkraine #stopwarinukraine #ukraine https://t.co/Z8fUOKeqdw",0.8146684169769287,0.1756286472082138,0.00970293115824461,0.8762874603271484,0.011951794847846031,0.03412121906876564,0.07763948291540146
"It's plain disgusting how #Russia invaders try to impose the norms of their 'society' (of terrorized slaves) upon #Ukraine people - like banning any rallies or demonstrations. They can't think otherwise. This is why all people are united in this war, nobody wants 2 live in mordor https://t.co/uryVbc1rrY",0.9456570744514465,0.050600480288267136,0.0037424934562295675,0.9612277746200562,0.005721679423004389,0.018909117206931114,0.014141413383185863
@ZelenskyyUa The world will never forget what #Russia did to Ukraine… #Peace 💙💛💙💛💙 https://t.co/ySmUQQzP0F,0.23087947070598602,0.546949565410614,0.22217093408107758,0.16117410361766815,0.1962243616580963,0.5068685412406921,0.1357329934835434
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.024184463545680046,0.23151752352714539,0.7442980408668518,0.022793054580688477,0.8950514793395996,0.06485140323638916,0.017304060980677605
"Finnish President @niinisto:
Finland and USA will begin a serious process to deepen their security and defense co-operation.
Biden confirmed that #NATO open doors policy is still active.",0.009107816964387894,0.5960522294044495,0.39483994245529175,0.08558423817157745,0.09642201662063599,0.7312697768211365,0.08672402799129486
"#fridaymorning #FridayMotivation #FridayVibes #FridayFeeling I👀Heartbreaking 💔trend &amp; it tears me up! No1 should be at war&amp; #Putin harming ppl &amp;having #UkraineUnderAttaсk is Unforgivable 
Trump-Putin are murderers,They’re not leaders their losers #BlueVoices https://t.co/d8iZUEFVFz",0.9516392946243286,0.04403593763709068,0.00432477705180645,0.32941874861717224,0.009509495459496975,0.01931176334619522,0.641759991645813
"#McDonald's, #CocaCola, and #Pepsi are still happily doing business in #Russia. If they don’t decide to #BoycottRussia maybe their customers will boycott them? By the way Coca Cola own #whitbread and #costacoffee   #BoycottCocaCola #BoycottMcDonalds #BoycottPepsi",0.6599882245063782,0.2966889441013336,0.04332287237048149,0.9622955322265625,0.005066256504505873,0.015213140286505222,0.01742519438266754
"This is not the war between East and West. It is Putin’s war. His war machine destroys lives of Ukrainian and Russian people. It must be stopped. HR/VP @JosepBorrellF remarks following today's #FAC.
#StandWithUkraine https://t.co/djmgAueCMZ https://t.co/e0tBEfNRlb",0.8576880693435669,0.1355592906475067,0.006752653047442436,0.7872189879417419,0.012628928758203983,0.1307801902294159,0.06937189400196075
"@movieloverss12 @imAShinde18 @Its_CineHub No one can save Bollywood if there is no Content

Hope #Pathaa  , Tiger 3 Have Better like #War Then Both star Power can bring it to next Level

Srk his 1st full time Action movie so exciting 😍😍",0.004679916426539421,0.060605231672525406,0.9347148537635803,0.02184220775961876,0.891573965549469,0.07001561671495438,0.01656830683350563
"'Russia's #NATO Enlargement Redlines' - #Ukraine Cable from 2008 written by #CIA director William J. Burns, then US ambassador to Moscow https://t.co/eJ2irVPrUx",0.17030057311058044,0.7995654940605164,0.030133981257677078,0.18075980246067047,0.38611623644828796,0.23674996197223663,0.19637393951416016
"👇Really? #Zelenskyy 🤡

Didn’t you know that #NATO already dumped you like trash⁉️

#RussianUkrainianWar https://t.co/hQ9zsOUDBI",0.827227771282196,0.15969423949718475,0.013077950105071068,0.9635818004608154,0.010828578844666481,0.007437391672283411,0.018152225762605667
Why are we not cutting #Russia off FROM EVERYTHING  I understand that there are #Russians who don’t support this war and I’m sorry that they too must suffer. #EU #US #UK #WorldLeaders time to cut ALL links to Russia - no more goods no more access to banks etc,0.8896341919898987,0.10332117974758148,0.007044696249067783,0.7814463973045349,0.006842390168458223,0.02543383091688156,0.18627744913101196
"Vale la pena verlo
Desde #Sudafrica con humor sobre el racismo en la cobertura del #ConflictoUcraniaRusia 
Please, if you don't know it, watching it
#Russia #Ukraine #TerceraGuerraMundial #thirdworldwar #SouthAfrica https://t.co/J1qeQS6fu5",0.356013685464859,0.5649630427360535,0.07902327179908752,0.29896873235702515,0.5024272203445435,0.08091720938682556,0.11768677830696106
#FLASH—#Ukraine|ian forces attacking #Donetsk with MLRS (multiple-launch-rocket-systems). #DONBASS #DPR #Ukraine #Russia #UkraineRussiaWar #UkraineRussiaCrisis https://t.co/m0tkPsUMXv,0.6615139245986938,0.3240210711956024,0.01446502935141325,0.9404701590538025,0.014554565772414207,0.01714618317782879,0.02782905101776123
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.02418443188071251,0.23151728510856628,0.7442982792854309,0.022793054580688477,0.8950514793395996,0.06485140323638916,0.017304060980677605
"Ukrainian soldiers recaptured Kulbakino airport in Mykolayiv and raised the state flag there 🇺🇦
Glory to the Ukrainian defenders! Glory to Ukraine!
Video 👉 https://t.co/UFa29XIQNr  

#StandWithUkraine #stoprussianaggression",0.016000522300601006,0.19841626286506653,0.7855831980705261,0.256473183631897,0.45965009927749634,0.23934805393218994,0.04452870413661003
#Belgrade (Serbia) is the only city in the world where mass rallies in support of #Russia take place https://t.co/oNB6H1Y1ue,0.0047903708182275295,0.3154207170009613,0.6797888875007629,0.051789697259664536,0.6752819418907166,0.23615796864032745,0.03677038103342056
@McDonalds Is it #SanctionRussiaNow because that’s my favourite order. Do the right thing.  Time to put your money where your mouth is. #SlavaUkraini,0.2851223051548004,0.47291943430900574,0.24195824563503265,0.8490561246871948,0.010007459670305252,0.11476816236972809,0.026168255135416985
It is a war crime to attack a nuclear power plant. Putin's shelling of Europe's largest nuclear plant takes his reign of terror one step further. #TheHague #Zaporizhzhia #StandwithUkraine,0.915749192237854,0.08052235096693039,0.0037284716963768005,0.9161199331283569,0.01201925054192543,0.03998074308037758,0.03188014775514603
"Russian propaganda just didn't have a plan for the war going this badly.

I've been covering it for years and have never seen them caught this far off guard.

Even a big success—#IStandWithPutin trended—only happened because people were denouncing it. 
https://t.co/L8N3P0SAK9",0.6548609733581543,0.3015024960041046,0.043636541813611984,0.8210974335670471,0.01658583991229534,0.09211324155330658,0.07020342350006104
"🇷🇺⚡️🇺🇦 The third Russian ZRPK Pantsir-S1 deserted by the Russian Army. 

#Ukraine #Russia https://t.co/a6Od8xb268",0.42334887385368347,0.5450015068054199,0.0316496416926384,0.38508063554763794,0.07245109975337982,0.05440768972039223,0.48806053400039673
"I understand the Rules of #NATO but just think, if Southern Oregon is on Fire and CA fire people cannot help due to law forbidding assisting OR. Now If Russia began to bomb Poland NATO can assist Poland but if Russia goes back into #Ukraine NATO stays out! Rules r Rules!",0.6013115048408508,0.3789059817790985,0.01978251338005066,0.9243484139442444,0.0069724819622933865,0.03263918682932854,0.03603992983698845
How much Sabaton does one need to listen to while doom scrolling though Twitter before one starts to consider joining the Ukrainian Foreign Legion? #SlavaUkraini,0.4760860502719879,0.5039737224578857,0.01994026079773903,0.4580784738063812,0.13898581266403198,0.25311043858528137,0.14982526004314423
Iraqis release a video of President #Putin https://t.co/8TkPF3FxmY,0.09840202331542969,0.8635322451591492,0.03806573525071144,0.2144511342048645,0.5585043430328369,0.11882679909467697,0.1082177609205246
@SenatorSinema Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. Provide #SafeAirliftUkraine #StopPutin,0.7126449942588806,0.27039527893066406,0.016959691420197487,0.62180095911026,0.010766767896711826,0.1303153783082962,0.23711687326431274
Passing forward from my Ukraine civil-society contacts. #StandWithUkraine https://t.co/kiyOiRiZoP,0.01262241043150425,0.6939817667007446,0.29339584708213806,0.12053965777158737,0.08582795411348343,0.7404024004936218,0.053229983896017075
"Shabbat shalom, especially to everyone spending this week fighting for democracy and freedom  
#SlavaUkraini #HeroiamSlava 
#DemocracyNotAutocracy 🇺🇦 https://t.co/DTorIVQnZK",0.03361222520470619,0.5742652416229248,0.3921225368976593,0.053883012384176254,0.43844345211982727,0.46795782446861267,0.03971577435731888
"The local residents asked me if I could help them fix the water pipes. By the way, deal with unexploded rocket? 

I'm really helpless, they give tanks in addition to rockets.
#plumber #UkraineRussianWar #war #PeopleHelpingPeople #life #house https://t.co/VwgvRQtk62",0.8077556490898132,0.17593534290790558,0.016308976337313652,0.4745185673236847,0.013582407496869564,0.02246975526213646,0.48942938446998596
"#Ukraine 
#Russia
#UkraineRussiaWar 

despite #Putins blackout #BBC news can still be accessed anonymously on Tor via “onion browser” available for free in app stores

BBC Ukrainian: https://t.co/Xpo5sopClm
BBC Russian: https://t.co/bBz6wHe5A7",0.1464335024356842,0.6922456622123718,0.16132082045078278,0.2994425892829895,0.23916658759117126,0.13776881992816925,0.3236220180988312
@smerconish  #Russia is the new #NorthKorea. No free press &amp; 15 yrs in jail for reporting #War in #Ukraine. #Putin is now #KimJongUn. Nightfall again &amp; the people in Ukraine &amp; Pres. #Zelenskyy are praying to see the dawn. Each day the bombing gets worse. Will Putin stop? No!,0.8974369764328003,0.0971803069114685,0.00538275483995676,0.8741742968559265,0.008242644369602203,0.019562041386961937,0.09802098572254181
"Shame on #African Governments for the silence over #Ukrainian transgressions in recruiting #Africans. Just to remember: #Africans who participated in the #World War and many of them were killed are seen by Europeans as service dogs and died for their master.
#RussiaUkraine",0.921440064907074,0.07523802667856216,0.003321900963783264,0.7494974732398987,0.009579021483659744,0.036474548280239105,0.20444905757904053
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,0.034385036677122116,0.34925344586372375,0.6163614988327026,0.028406625613570213,0.11914694309234619,0.8078662157058716,0.04458025097846985
"Growing indications that #Russia faces some kind of imminent supply crisis in #Ukraine 

If this is the case we could see a dramatic escalation of attacks over the new 72 hours",0.806207537651062,0.18589039146900177,0.007902009412646294,0.7062367796897888,0.011231324635446072,0.0350717231631279,0.24746011197566986
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,0.03438509255647659,0.34925341606140137,0.6163614392280579,0.028406625613570213,0.11914694309234619,0.8078662157058716,0.04458025097846985
"I fled to Austria but my friends are still there. Can't take regular commissions now because of the setup, but hopefully I can do something at least.

I won't earn ANY money from this. But I want to draw and do the right thing

#StandWithUkraine #RussianUkrainianWar #SaveUkraine https://t.co/3basctoOzG",0.34342414140701294,0.4954144358634949,0.16116133332252502,0.13654859364032745,0.02433471754193306,0.2632899880409241,0.5758267045021057
@StuartDNeilson @DrMaireadDB Sure no such thing as #covid19ireland did u not hear gov declared its nothing to worry about its making people&amp; kids sick but not many dieing YET so nothing to worry about  a bit like #NATO  saying there nothing to worry about in #Ukraine  it not  our land so forget &amp; don't worry,0.6542742848396301,0.30425965785980225,0.04146604612469673,0.6170564293861389,0.00967144500464201,0.05452383682131767,0.3187483549118042
‼️#European Investment Bank condemns #Russia's invasion of #Ukraine and approves 668 million euros in financial aid https://t.co/oqdL7xPllb,0.3941715359687805,0.5627133250236511,0.04311511293053627,0.4005299210548401,0.07356750220060349,0.3789970576763153,0.14690549671649933
"💪 With the help of our community we've just made our first donation to support Ukraine's right to exist as a Free Nation. 
🙏 Peace to #Ukraine with God's Speed.

BTC Hash👇
https://t.co/HWnxGjZrVA

#StandWithUkraine️ #Rambo #Zelenskyy https://t.co/Uoed8P0ba9",0.0023720115423202515,0.17424672842025757,0.823381245136261,0.05363070219755173,0.1964072436094284,0.7257697582244873,0.024192266166210175
G7 foreign ministers have agreed to impose even tougher sanctions against #Russia if it does not stop the invasion of #Ukraine.,0.4798043668270111,0.5009410977363586,0.019254550337791443,0.9017407894134521,0.009451860561966896,0.038855116814374924,0.04995215684175491
"@KeithGrant09 @sumbodysbabygrl @Reuters We all hope that's right in terms of EU/US readiness.  

Because #putin has already ALL IN after last night.

Stand with 🇺🇦",0.06417164951562881,0.5125119090080261,0.42331644892692566,0.10785362869501114,0.07968489825725555,0.7269225716590881,0.08553890138864517
This is Prague. 80K strong protest.#SupportUkraine in action by ordinary people. #Ukraine expects a different kind of #StandWithUkraine from world leaders though https://t.co/2bas2Yow5s,0.195590540766716,0.6206312775611877,0.18377818167209625,0.276134729385376,0.1267785280942917,0.5389490723609924,0.058137718588113785
"NATOs countries are some kind of cheerleaders in Ukraine’s fight… 
#UkraineRussianWar #NATO",0.5772961378097534,0.3922143578529358,0.03048950619995594,0.7514793872833252,0.07027973234653473,0.11662916839122772,0.06161173805594444
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,0.03438509255647659,0.34925341606140137,0.6163614392280579,0.028406625613570213,0.11914694309234619,0.8078662157058716,0.04458025097846985
"#NATO refuses to implement a no fly zone over #Ukraine. 

Zelensky tells them exactly how he feels about this decision in the #UkraineRussianWar : “Every person who dies from today will die because of you.""

Do you agree with Zelensky? Does #NATO bear responsibility?
#FreshWords",0.8396214246749878,0.15287165343761444,0.007506940979510546,0.8679955005645752,0.008279272355139256,0.050614628940820694,0.07311064004898071
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.02418443188071251,0.23151728510856628,0.7442982792854309,0.022793054580688477,0.8950514793395996,0.06485140323638916,0.017304060980677605
"Is this what #USA #NATO &amp; #West wanted the future of #Ukranian #Children ?
""If someone thinks that peace and love are just a cliche that must have been left behind in the 60s, that’s a problem. Peace and love are eternal""
John Lennon 
#SaveTheWorld #StopWar #peace #UkraineWar https://t.co/BgvGCKe2yN",0.5377671122550964,0.3997479975223541,0.062484875321388245,0.19678209722042084,0.01451769657433033,0.309888631105423,0.4788115620613098
"In #Russia, a prominent Kremlin-close political analyst suggested that the Russian military operation might finish “beyond Ukrainian borders”. 

He said #Germany “will be never forgiven for allowing weapons to be sent to #Ukraine”.

@GermanyDiplo and @NATO, are you reading this? https://t.co/3hlWs4gDud",0.5840535163879395,0.3922838866710663,0.023662583902478218,0.7202869653701782,0.02265489101409912,0.12548325955867767,0.13157501816749573
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.02418443188071251,0.23151728510856628,0.7442982792854309,0.022793054580688477,0.8950514793395996,0.06485140323638916,0.017304060980677605
"Our #reviews of ONLY THE DEAD (Know the End of War) by Jan Notzon
​https://t.co/utHLDqjorx
Only The Dead (Know the End of War) by Jan Notzon really moved me and made me think, especially in February 2022. As it seems, war, ...
#bookreview #books #Fiction #War #autors #writers https://t.co/WkTs0GAbvr",0.0436699241399765,0.4263882339000702,0.5299417972564697,0.02118067257106304,0.740655243396759,0.17803165316581726,0.060132380574941635
"#Russia furthers its #war, targeting free speech by #news outlets. ""Impossible to continue any semblance of normal #journalism inside the country,"" per Bloomberg @business #UkraineWar https://t.co/nvbeNynlqX",0.7908593416213989,0.20055530965328217,0.008585306815803051,0.8689776659011841,0.008255325257778168,0.04042118415236473,0.0823458805680275
"In #Russia, a prominent Kremlin-close political analyst suggested that the Russian military operation might finish “beyond Ukrainian borders”. 

He said #Germany “will be never forgiven for allowing weapons to be sent to #Ukraine”.

@GermanyDiplo and @NATO, are you reading this? https://t.co/3hlWs4gDud",0.5840535163879395,0.3922838866710663,0.023662583902478218,0.7202869653701782,0.02265489101409912,0.12548325955867767,0.13157501816749573
"#Anonymous has waged a #Cyberwar against #Russia
 https://t.co/653mISBxEf

#100DaysOfCode #APT #CodeNewbie #Developers #bugbounty #CyberAttack #cybersecurity #Security #infosec #OpenSource #Python #javascript #tech #DataSecurity #Malware #hacker #privacy #CISO #bot #Cyberwarfare",0.3199339807033539,0.6131493449211121,0.06691667437553406,0.7454708814620972,0.033133458346128464,0.10171203315258026,0.11968369781970978
"Has he gone yet? #JohnsonOut40 #NHSNotForSale #StandWithUkraine 

Cartoon credit @briancartoon https://t.co/uL5BnFZPXo",0.22149527072906494,0.7158259749412537,0.06267879903316498,0.14422012865543365,0.08919975161552429,0.1144818663597107,0.6520982384681702
"Right now in Prague, this is a stand for Ukraine. Slava Ukraini!
#Ukraine #Russia https://t.co/Az16oc3aKv",0.10470863431692123,0.7856024503707886,0.10968882590532303,0.12745529413223267,0.6515547037124634,0.1761927753686905,0.04479716345667839
".@nytdavidbrooks: ""It has been a week of restored faith...""Volodymyr #Zelenskyy emerged as the everyman leader — the guy in the T-shirt, the Jewish comedian, the guy who didn’t flee but knew what to say: 'I need ammunition, not a ride.'"" https://t.co/XNAo7PgQKq",0.04634014144539833,0.5770272016525269,0.37663260102272034,0.10054955631494522,0.18128646910190582,0.6190494894981384,0.0991145521402359
CBC News joins BBC in temporarily suspending reporting from our Moscow bureau - concerned about new law restricting reporting. @cbcnews #Russia https://t.co/lGYQ4HM5La,0.5442374348640442,0.4354444444179535,0.02031814306974411,0.44526270031929016,0.01701996847987175,0.032614853233098984,0.5051025152206421
"No one is shelling nuclear plants. In #Chernobyl, #Russia|n AND #Ukraine|ian troops are patrolling the NPP JOINTLY. I.e. together. What’s happening at #Zaporozhye NPP is beyond belief—things must be going really poorly for #Zelensky regime if they refused a similar compromise. https://t.co/sSvP8HAnlt",0.8645365834236145,0.12650881707668304,0.008954637683928013,0.8319281935691833,0.0073810964822769165,0.034930795431137085,0.12575994431972504
"@ghostofkyiv98 @JeremiahPerciv1 @nexta_tv This means - Turkey-Isreal cannot provide Gas/OIL to #EU in near future. Your Propaganda Busted. Tomorrow, if #Russia stops Gas Supply, #EU Countries goes to Which Century in Darkness?",0.8237358331680298,0.1674782633781433,0.008785841055214405,0.9116357564926147,0.0068270741030573845,0.014002243056893349,0.06753488630056381
"@SenMarkey Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",0.7003358602523804,0.2813228666782379,0.018341267481446266,0.6353977918624878,0.011278021149337292,0.13949799537658691,0.21382619440555573
@VanberghenEU #Serbia has chosen  #Russia in stead of #EU,0.19176779687404633,0.7409823536872864,0.06724978238344193,0.291903018951416,0.13259930908679962,0.39479461312294006,0.1807030737400055
"@courierjournal So what have 
#Moscow Mitch and Rand Paul said about this?",0.28577232360839844,0.6948904991149902,0.01933722011744976,0.7664533853530884,0.028518805280327797,0.048821400851011276,0.15620633959770203
"Russia Cuts Cell Service in Kherson. 

Encourage Ukrainians to download the app before it's too late.

The App That Might Help Save Ukraine! #briar #infosec #cybersecurity #cyberwarrior #stopputinnow #SlavaUkraini 

https://t.co/t5JWixVeJ5 https://t.co/rjXJYruM9n",0.06922648102045059,0.5112281441688538,0.41954532265663147,0.312555730342865,0.03706596419215202,0.1648539900779724,0.48552435636520386
"#Russia is a kleptocracy, run by a violent lunatic. No one should be surprised that they are now stealing planes from Western countries.

It’s the least of their crimes.🤬

#PutinWarCriminal #UkraineRussiaWar #Ukraine https://t.co/WaYW7A6PLU",0.9051447510719299,0.0888485386967659,0.0060067493468523026,0.9630922079086304,0.007474911864846945,0.016902834177017212,0.012530029751360416
"#Russia has now blocked access to @Meta In harsh new attempt to stop the Russian people, from finding out what’s going on!!
@MrHarryCole @SkyNews is @Twitter next on Russia’s list.
@elonmusk #StandWithUkraine️ #StopPutinNOW #UkraineUnderAttaсk #Facebook #Twitter https://t.co/RgYJAnc3kH",0.6167811751365662,0.36179694533348083,0.021421870216727257,0.9354034066200256,0.01034455094486475,0.018647486343979836,0.03560454398393631
"Louis Vuitton is closing 124 stores in #Russia as of Sunday, Reuters reports.",0.14093871414661407,0.789331316947937,0.0697299912571907,0.10900753736495972,0.011373253539204597,0.027768105268478394,0.8518511056900024
"It is so hard to watch as Russia escalates their attacks on Ukraine.
#SlavaUkraine #SlavaUkraini #RussiaUkraineWar",0.9442089200019836,0.05278989300131798,0.0030011774506419897,0.8682954907417297,0.011601759120821953,0.021875083446502686,0.09822763502597809
"#Prague tonight, during #Zelenskyy’s video link address to European cities.

Freedom, EU solidarity and peace. 

Unbreakable, unshakable, and utterly beautiful.  
🇪🇺🤝🇺🇦
#StandWithUkraine️ #StopPutin https://t.co/qZ422nKaml",0.02418443188071251,0.23151728510856628,0.7442982792854309,0.022793054580688477,0.8950514793395996,0.06485140323638916,0.017304060980677605
"💪 With the help of our community we've just made our first donation to support Ukraine's right to exist as a Free Nation. 
🙏 Peace to #Ukraine with God's Speed.

BTC Hash👇
https://t.co/HWnxGjZrVA

#StandWithUkraine️ #Rambo #Zelenskyy https://t.co/Uoed8P0ba9",0.0023720115423202515,0.17424672842025757,0.823381245136261,0.05363070219755173,0.1964072436094284,0.7257697582244873,0.024192266166210175
"Growing indications that #Russia faces some kind of imminent supply crisis in #Ukraine 

If this is the case we could see a dramatic escalation of attacks over the new 72 hours",0.806207537651062,0.18589045107364655,0.007902013137936592,0.7062367796897888,0.011231324635446072,0.0350717231631279,0.24746011197566986
"@SenMarkey @TeamUSA @kylezych @GriffinLaMarre @connorhoganski @DavidUseless @lauriestephens3 Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",0.7690883874893188,0.21508075296878815,0.01583079807460308,0.8630574941635132,0.006757432594895363,0.020567655563354492,0.1096174567937851
"Col. Doug McGregor says is bluntly and plainly - #Putin has been warning about this for 15 years and West chose to ignore him. #Russia will win - 30-40k #Ukrainian troops surrounded around #Mariupol - if #Ukraine doesnt surrender they will be wiped out.

#RussiaUkraineConflict https://t.co/aXJVeI7pb1",0.6239085793495178,0.3493805527687073,0.02671080455183983,0.870790958404541,0.012064822018146515,0.05410166084766388,0.0630425363779068
"In 10 says of #war we learned not to worry about the air raid sirens. We still hiding, but this is just a normal part of life now. 

#StopWarInUkraine https://t.co/nB7dkrq2fw",0.48409393429756165,0.4395349323749542,0.07637114822864532,0.20374557375907898,0.04123516380786896,0.64792400598526,0.10709526389837265
"66
⚠️Russian/Ukrainian Activity News⚠️
#Ukraine #Russia #UkraineRussie #RussiaUkraine #Ukraina #UN #emergency #RussiaUkraineConflict #Ukrainian #russiaukrainewar

Russian Protests 

⚠️ https://t.co/hIBmseKb9N",0.264178991317749,0.7016912698745728,0.034129735082387924,0.6663199067115784,0.060386184602975845,0.04271507263183594,0.23057879507541656
"#Ukraine:  “There are no military targets here, there is only a cemetery, residential buildings, clinics and a hospital, why are they bombing us?"" This is #Russia shelling, Day Nine https://t.co/hCohOBfPlW",0.8782326579093933,0.11609996855258942,0.005667376331984997,0.832128643989563,0.014311147853732109,0.03273390233516693,0.12082640081644058
"@NickAdamsinUSA #Putin is very scared now and requested #JoeBiden to not Leak 
Chat screenshot and Nude request in SM.",0.5093239545822144,0.47258105874061584,0.018094956874847412,0.44353118538856506,0.0345442034304142,0.05668068304657936,0.46524399518966675
I really do want to stay positive. So to end the Twitter feed for tonight: 390 babies were born in #Ukraine during these 9 days of war: 199 boys and 191 girls. #StandWithUkraine for our future https://t.co/gSWyZpzwhA,0.034385036677122116,0.34925344586372375,0.6163614988327026,0.028406625613570213,0.11914694309234619,0.8078662157058716,0.04458025097846985
"Overthrow Putin &amp; Russian Media 
#Russia
#Putin https://t.co/uqtldcrscL",0.5000452995300293,0.4654611647129059,0.034493524581193924,0.949166476726532,0.014654811471700668,0.01539645902812481,0.020782308652997017
@nickclegg All those people saved. There are enough decentralized applications. Without having to listen to #War #Propaganda 24/7. We have to stay focussed on the War in the @EU_Commission #Europe https://t.co/WXDZlk0iaq,0.36081111431121826,0.5056167840957642,0.133572056889534,0.41455212235450745,0.011979086324572563,0.3809383809566498,0.19253042340278625
The Entire staff of the Russian TV channel “the rain” resigned during a live stream with last words: “no war” and then played “swan lake” ballet video (just like they did on all USSR tv channels when it suddenly collapsed) #Ukriane #UkraineRussiaWar #Russia #StandWithUkraine️ https://t.co/o4LzUqnWLc,0.6031023263931274,0.36739084124565125,0.029506893828511238,0.6445742845535278,0.017034141346812248,0.02327168732881546,0.3151199221611023
"@Anon2World Oh, are we doing fun #Putin and #PutinsWar memes? A little break in the soul-crushing death and destruction? OK I got one!
(It’s a rare farmer/military joke!) https://t.co/0BYxwYqhHU",0.35199981927871704,0.44888392090797424,0.19911623001098633,0.05930675193667412,0.8817624449729919,0.033349718898534775,0.02558116801083088
It is a war crime to attack a nuclear power plant. Putin's shelling of Europe's largest nuclear plant takes his reign of terror one step further. #TheHague #Zaporizhzhia #StandwithUkraine,0.915749192237854,0.08052235096693039,0.0037284716963768005,0.9161199331283569,0.01201925054192543,0.03998074308037758,0.03188014775514603
"Growing indications that #Russia faces some kind of imminent supply crisis in #Ukraine 

If this is the case we could see a dramatic escalation of attacks over the new 72 hours",0.806207537651062,0.18589045107364655,0.007902013137936592,0.7062367796897888,0.011231324635446072,0.0350717231631279,0.24746011197566986
"@OccupyDemocrats McDonald’s, Burger King, Coke, Pepsi, Papa Johns, Pizza Hut, KFC, Deloitte, KPMG, PwC, Nestle, and Starbucks.  These businesses are still actively doing business with Russia during the invasion. 

Retweet and boycott

#Ukriane #UkraineRussiaWar #UkraineWar #RussiaUkraine",0.6485974192619324,0.3188547194004059,0.03254788741469383,0.9547180533409119,0.005216514226049185,0.016978995874524117,0.023086346685886383
"@SenMarkey Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin",0.7003358006477356,0.2813228964805603,0.01834128238260746,0.6353977918624878,0.011278021149337292,0.13949799537658691,0.21382619440555573
"#Russia does not aim to divide #Ukraine into parts, but only seeks guarantees of its own security, Peskov said.

In his opinion, Russia wants to free Ukraine ""from Nazi ideology"" and the presence of ""NATO infrastructure"". https://t.co/hEziXIU0C2",0.2627496123313904,0.6723365187644958,0.06491388380527496,0.27014467120170593,0.0401570126414299,0.6228588223457336,0.06683948636054993
"Flight JL42, Tokyo to London, now flies over #Alaska instead of #Russia. Today’s flight is scheduled to take 15 hr 12 min, adding a full 3 hours of flying time. https://t.co/zMmHugwNOI https://t.co/wIyq3vgWOy https://t.co/y0LjWLACWS",0.17966791987419128,0.7489252090454102,0.07140685617923737,0.3138580620288849,0.3618823289871216,0.1723068207502365,0.1519528180360794
"Unfair to punish #Russians who refuse to condemn Putin’s war.
Criticizing #Putin for #Russian outside #Russia means one of two things:
Kiss visiting Russia goodbye or risk arrest when you go back home. #Russia #Ukraine #روسيا #أوكرانيا #AnnaNetrebko",0.80631422996521,0.18378111720085144,0.009904596023261547,0.9561223387718201,0.006278960034251213,0.0153047489002347,0.022293956950306892
